sentId,sentence,label
21917611-chop-dis031212-0-title,Delay in surgery can cause irreparable meniscus tears in children with ACL injuries,3
21917611-chop-dis031212-1-sentence,"For children aged 14 and under, delaying reconstructive surgery for anterior cruciate ligament (ACL) injuries may raise their risk of further injury, according to a new study by pediatric orthopaedic surgeons.",2
21917611-chop-dis031212-2-sentence,"If surgery occurs later than 12 weeks after the injury, the injury may even be irreparable.",2
21921279-aha-aao091211-0-title,An apple or pear a day may keep strokes away,2
21921279-aha-aao091211-1-sentence,Apples and pears may keep strokes away.,2
21921279-aha-aao091211-2-sentence,That's the conclusion of a Dutch study published in Stroke: Journal of the American Heart Association in which researchers found that eating a lot of fruits and vegetables with white flesh may protect against stroke.,2
21929680-w-sfb091511-0-title,Study finds bidirectional relationship between schizophrenia and epilepsy,1
21929680-w-sfb091511-1-sentence,Researchers from Taiwan have confirmed a bidirectional relation between schizophrenia and epilepsy.,1
21929680-w-sfb091511-2-sentence,"The study published today in Epilepsia, a journal of the International League Against Epilepsy (ILAE), reports that patients with epilepsy were nearly 8 times more likely to develop schizophrenia and those with schizophrenia were close to 6 times more likely to develop epilepsy.",1
21930552-uomh-paa091911-0-title,Parents  anxiety about newborn screening results does not lead to increased health care use,3
21930552-uomh-paa091911-1-sentence,"There has been longstanding concern among physicians and policymakers that false-positive results may cause parents to believe that their children are vulnerable to illness, leading them to overuse health care services as their children grow older.",0
21930552-uomh-paa091911-2-sentence,"However, a new study from the University of Michigan's Child Health Evaluation and Research (CHEAR) Unit, in collaboration with the Michigan Department of Community Health, has found that this is not necessarily the case.",0
21931249-sfhe-fvf091211-0-title,Flu vaccines for nursing home workers effective in reducing outbreaks  study,3
21931249-sfhe-fvf091211-1-sentence,"Higher flu vaccination rates for health care personnel can dramatically reduce the threat of flu outbreak among nursing home residents, according to a study published in the October issue of Infection Control and Hospital Epidemiology, the journal of the Society for Healthcare Epidemiology of America.",3
21931249-sfhe-fvf091211-2-sentence,"The study, which focused on nursing homes in New Mexico, found that when a facility had between 51 and 75 percent of its health care personnel with direct patient care vaccinated, the chances of a flu outbreak in that facility went down by 87 percent.",1
21933909-chop-agn091611-0-title,A good night s sleep may reduce risk of type 2 diabetes in obese teens,2
21933909-chop-agn091611-1-sentence,"Obese teenagers who don't get the proper amount of sleep may have disruptions in insulin secretion and blood sugar (glucose) levels, say pediatric researchers.",2
21933909-chop-agn091611-2-sentence,Their study suggests that getting a good night's sleep may stave off the development of type 2 diabetes in these adolescents.,2
21933913-aafc-atm010412-0-title,Antiestrogen therapy may decrease risk for melanoma,2
21933913-aafc-atm010412-1-sentence,"Women with breast cancer who take antiestrogen supplements may be decreasing their risk for melanoma, according to a study published in Cancer Prevention Research, a journal of the American Association for Cancer Research.",2
21933913-aafc-atm010412-2-sentence,"Christine Bouchardy, M.D., Ph.D., professor at the University of Geneva and head of the Geneva Cancer Registry, and colleagues analyzed data from 7,360 women who had breast cancer between 1980 and 2005.",0
21933972-osu-bpd091911-0-title,Blood pressure drugs may lengthen lives of melanoma patients,2
21933972-osu-bpd091911-2-sentence,"A review of thousands of medical records in the Danish Cancer Registry showed that patients with the skin cancer melanoma, and who also were taking a specific beta-blocker, had much lower mortality rates than did patients not taking the drug.",1
21949165-uonc-nsa092211-0-title,New study adds further guidance on when to start antiretroviral therapy for HIV,0
21949165-uonc-nsa092211-1-sentence,"One of the key decisions faced by people living with HIV, and by their health-care providers, is when to start treatment.",0
21949165-uonc-nsa092211-2-sentence,Some recent studies have found that starting highly active antiretroviral therapy earlier is better.,0
21976396-w-pie092911-0-title,Preterm infants exposed to stressors in NICU display reduced brain size,1
21976396-w-pie092911-1-sentence,New research shows that exposure to stressors in the Neonatal Intensive Care Unit (NICU) is associated with alterations in the brain structure and function of very preterm infants.,1
21976396-w-pie092911-2-sentence,"According to the study now available in Annals of Neurology, a journal published by Wiley-Blackwell on behalf of the American Neurological Association and Child Neurology Society, infants who experienced early exposure to stress displayed decreased brain size, functional connectivity, and abnormal motor behavior.",1
21985949-kp-rc100311-0-title,Raising  good  cholesterol levels reduces heart attack and stroke risk in diabetes patients,3
21985949-kp-rc100311-2-sentence,That's according to a new study appearing online today in The American Journal of Cardiology.,0
21987293-w-ccr020212-0-title,Coffee consumption reduces fibrosis risk in those with fatty liver disease,3
21987293-w-ccr020212-1-sentence,Caffeine consumption has long been associated with decreased risk of liver disease and reduced fibrosis in patients with chronic liver disease.,0
21987293-w-ccr020212-2-sentence,"Now, newly published research confirms that coffee caffeine consumption reduces the risk of advanced fibrosis in those with nonalcoholic fatty liver disease (NAFLD).",3
21990260-bmj-sr1101011-0-title,Study reveals 15 year increase in life expectancy for people with HIV in UK,1
21990260-bmj-sr1101011-1-sentence,"People with HIV have a 15 years longer life expectancy thanks to improved treatments over the past 13 years, according to a new study published on http://www.bmj.com today.",1
21990260-bmj-sr1101011-2-sentence,"UK researchers found that the life expectancy of these patients improved significantly between 1996 and 2008, and that earlier diagnosis and timely treatment can increase life expectancy.",3
21990300-cums-fas101211-0-title,Folic acid supplements in early pregnancy may reduce the risk of severe language delay in children,2
21990300-cums-fas101211-1-sentence,"Research has established that taking folic acid supplements during pregnancy reduces the risk of bearing a child with neural tube defects, but little is known about the relationship between prenatal folic acid and neurodevelopment after birth.",3
21990300-cums-fas101211-2-sentence,A collaborative study between investigators at the Norwegian Institute of Public Health and Columbia University's Mailman School of Public Health has now reported that mothers who took folic acid supplements from 4 weeks before to 8 weeks after conception reported a significantly lower prevalence of severe language delay in their children at age 3.,1
21997805-uoc--pat120511-0-title,Preoperative aspirin therapy can benefit cardiac surgery patients,3
21997805-uoc--pat120511-1-sentence,"Aspirin taken within five days of cardiac surgery is associated with a significant decrease in the risk of major postoperative complications, including renal failure, a lengthy intensive care unit stay and even early death (30-day mortality), according to a study by researchers at Thomas Jefferson University and UC Davis Medical Center set to appear in the journal Annals of Surgery.",1
21997805-uoc--pat120511-2-sentence,"According to the study's authors, the findings are significant because despite remarkable progress in cardiac surgery, the number of major complications from cardiac surgery remains high.",0
21998337-bmj-wwp101211-0-title,Women with polycystic ovary syndrome at increased risk of pregnancy complications,1
21998337-bmj-wwp101211-1-sentence,"Women with polycystic ovary syndrome are more likely to have problems with pregnancy regardless of whether they are undergoing fertility treatment, claims new research published on bmj.com today.",1
22006014-uorm-rsa101911-0-title,Rochester study  Age a big factor in prostate cancer deaths,1
22006014-uorm-rsa101911-1-sentence,"Contrary to common belief, men age 75 and older are diagnosed with late-stage and more aggressive prostate cancer and thus die from the disease more often than younger men, according to a University of Rochester analysis published online this week by the journal, Cancer.",1
22006014-uorm-rsa101911-2-sentence,The study is particularly relevant in light of the recent controversy about prostate cancer screening.,0
22010202-aha-ach101311-0-title,Adult congenital heart patients with highest surgery costs more likely to die in hospital,1
22010202-aha-ach101311-1-sentence,"Higher surgical costs for adult congenital heart patients is associated with higher rates of inpatient death compared to surgical admissions that incur lower costs, according to a study in Circulation: Quality and Outcomes, a journal of the American Heart Association.",1
22010202-aha-ach101311-2-sentence,"In the study, researchers sought to understand resource use by adults undergoing congenital heart surgery in pediatric hospitals, analyze the association between high resource use and inpatient death, and identify risk factors for high resource use.",1
22021731-bmj-gtm022411-0-title,GPs take more than a month to record ovarian cancer diagnosis in one in 10 cases,0
22021731-bmj-gtm022411-1-sentence,"Family doctors can take more than a month to record ovarian cancer, once diagnosed by a specialist, in one in 10 cases, indicates research published in the launch issue of the new online journal BMJ Open.",0
22021731-bmj-gtm022411-2-sentence,"Ovarian cancer was also incorrectly or prematurely classified in 11% of cases, the data show.",0
22021735-bmj-ms_1022411-0-title,Most  locked in syndrome  patients say they are happy,0
22021735-bmj-ms_1022411-2-sentence,"The findings are likely to challenge the perception that these patients can no longer enjoy quality of life and are candidates for euthanasia or assisted suicide, say the authors.",0
22021893-bmj-uds101111-0-title,UK doctors still undertreating major risk factor for stroke,1
22021893-bmj-uds101111-1-sentence,"Despite significant improvements in stroke prevention over the past decade, and a fall in incidence and deaths, UK doctors are still undertreating one of the major risk factors - atrial fibrillation - reveals research published in BMJ Open.",1
22021893-bmj-uds101111-2-sentence,"Atrial fibrillation, or AF for short, describes abnormal heart rhythms.",0
22032803-uonc-eep111111-0-title,Elderly emergency patients less likely to receive pain medication than middle aged patients,1
22032803-uonc-eep111111-1-sentence,A new study finds that people 75 years old or older are less likely to receive any pain medication in hospital emergency departments than middle aged people - those between 35 and 54 years old.,1
22032803-uonc-eep111111-2-sentence,"And these differences remained even after researchers took into account how much pain the patients were having, said Timothy F. Platts-Mills, MD, lead author of the study and assistant professor of emergency medicine at the University of North Carolina at Chapel Hill School of Medicine.",0
22036201-tju-tju102411-0-title,Thomas Jefferson University Hospital cuts Whipple procedure wound infections in half with new measures,3
22036201-tju-tju102411-1-sentence,Thomas Jefferson University Hospital surgeons found that a carefully-selected surgical care check list of 12 measures reduced Whipple procedure wound infections by nearly 50 percent.,3
22036201-tju-tju102411-2-sentence,"Smoking cessation at least two weeks prior to surgery, gown and glove change prior to skin closure, and using clippers over razors to shave the surgical area are some of the measures that helped reduced infection rates, according to the study published in the October 26 online issue of the Journal of Surgical Research.",3
22056157-kcl-ta120711-0-title,Brain tsunamis  are clue to helping victims of major head injuries,3
22056157-kcl-ta120711-1-sentence,"Treating 'brain tsunamis' or 'killer waves' could stop many victims of major head injury from suffering additional brain damage, a study published in Lancet Neurology has found.",2
22056157-kcl-ta120711-2-sentence,"Scientists have been investigating this phenomenon for decades, with the topic of spreading depolarizations now of keen interest to the U.S. military because head injuries have emerged as the signature wound of the wars in Iraq and Afghanistan.",0
22058067-w-mln110311-0-title,Most lupus nephritis patients with end stage renal disease opt for hemodialysis therapy,0
22058067-w-mln110311-1-sentence,Newly published research shows that more patients with end-stage renal disease (ESRD) caused by lupus nephritis choose hemodialysis as their initial kidney replacement therapy over peritoneal dialysis and preemptive kidney transplantation.,0
22058067-w-mln110311-2-sentence,"Results of the study now available in Arthritis Care & Research, a journal of the American College of Rheumatology (ACR), also found that African Americans, Medicaid recipients, those without health insurance, and the unemployed had significantly reduced initiation of peritoneal dialysis.",3
22079073-uorm-rhh111411-0-title,Routine head hits in school sports may cause brain injury,2
22079073-uorm-rhh111411-1-sentence,"The brain scans of high school football and hockey players showed subtle injury -- even if they did not suffer a concussion - after taking routine hits to the head during the normal course of play, according to a University of Rochester Medical Center study.",1
22079073-uorm-rhh111411-2-sentence,"The research, reported  online in the journal Magnetic Resonance Imaging, is preliminary, involving a small sample of athletes, but nonetheless raises powerful questions about the consequences of the mildest head injury among youths with developing brains, said lead author Jeffrey Bazarian, M.D., M.P.H., associate professor of Emergency Medicine at URMC with a special interest in sports concussions.",3
22091497-wfbm-bam102611-0-title,Bedside assessment may provide better outcomes for older cancer patients,2
22091497-wfbm-bam102611-1-sentence,"In geriatric medicine, the adage that age is just a number holds true.",0
22091497-wfbm-bam102611-2-sentence,New research from Wake Forest Baptist Medical Center uses a simple assessment tool to determine how well older adults diagnosed with acute myelogenous leukemia (AML) can handle treatment.,0
22091958-ghri-map102511-0-title,Many Alzheimer s patients get drugs with opposing effects,0
22091958-ghri-map102511-1-sentence,You wouldn't brake your car while stepping on the gas--or wash down a sleeping pill with espresso.,0
22091958-ghri-map102511-2-sentence,"Yet many people taking common Alzheimer's disease medications--cholinesterase inhibitors--are given medications with anticholinergic properties, which oppose their effects.",0
22146511-aha-ywm120211-0-title,Young women may reduce heart disease risk eating fish with omega 3 fatty acids,2
22146511-aha-ywm120211-1-sentence,"Young women may reduce their risk of developing cardiovascular disease simply by eating more fish rich in omega-3 fatty acids, researchers reported in Hypertension: Journal of the American Heart Association.",2
22146511-aha-ywm120211-2-sentence,"In the first population-based study in women of childbearing age, those who rarely or never ate fish had 50 percent more cardiovascular problems over eight years than those who ate fish regularly.",1
22173180-wfbm-bcb012712-0-title,Bedwetting can be due to undiagnosed constipation  research shows,3
22173180-wfbm-bcb012712-1-sentence,"Bedwetting isn't always due to problems with the bladder, according to new research by Wake Forest Baptist Medical Center.",3
22173180-wfbm-bcb012712-2-sentence,"Constipation is often the culprit; and if it isn't diagnosed, children and their parents must endure an unnecessarily long, costly and difficult quest to cure nighttime wetting.",0
22176839-uol-drf030212-0-title,Diabetes risk from sitting around,1
22176839-uol-drf030212-1-sentence,"A new study has found that women who stay seated for long periods of time every day are more prone to developing type 2 diabetes, but that a similar link wasn't found in men.",1
22176839-uol-drf030212-2-sentence,Researchers from the University of Leicester Departments of Health Sciences and Cardiovascular Sciences revealed that women who are sedentary for most of the day were at a greater risk from exhibiting the early metabolic defects that act as a precursor to developing type 2 diabetes than people who tend to sit less.,1
22221561-uoc--mlg010312-0-title,Maternal liver grafts more tolerable for children with rare disease,1
22221561-uoc--mlg010312-2-sentence,"In the study, researchers reviewed all pediatric liver transplants nationwide from 1996 to 2010, and compared the outcomes for patients who received liver grafts from their mothers with those for patients who received livers from their fathers.",1
22230244-jhmi-hrf010912-0-title,Hopkins researchers find  Google Flu Trends  a powerful early warning system for emergency departments,0
22230244-jhmi-hrf010912-1-sentence,Monitoring Internet search traffic about influenza may prove to be a better way for hospital emergency rooms to prepare for a surge in sick patients compared to waiting for outdated government flu case reports.,2
22230244-jhmi-hrf010912-2-sentence,"A report on the value of the Internet search tool for emergency departments, studied by a team of researchers at Johns Hopkins Medicine over a 21-month period, is published in the January 9 issue of Clinical Infectious Diseases.",0
22230828-uoc--lro011012-0-title,Lower risk of death linked with access to key attributes of primary care  UC Davis study shows,1
22230828-uoc--lro011012-1-sentence,"Greater access to features of high-quality primary care -- comprehensiveness, patient-centeredness and extended office hours -- is associated with lower mortality, according to a new national UC Davis study.",1
22230828-uoc--lro011012-2-sentence,"Published in the January-February issue of the Annals of Family Medicine, the research is the first to link the availability of three specific attributes of primary care with reduced risk of death.",1
22237600-w-pib010912-0-title,Parabens in breast tissue not limited to women who have used underarm products,1
22237600-w-pib010912-1-sentence,New research into the potential link between parabens and breast cancer has found traces of the chemicals in breast tissue samples from all of the women in the study.,1
22237600-w-pib010912-2-sentence,"Parabens are commonly used as preservatives in cosmetics, food products and pharmaceuticals.",0
22245360-sumc-wrf012312-0-title,Women report feeling pain more intensely than men  says Stanford study of electronic medical records,1
22245360-sumc-wrf012312-2-sentence,"Their study, to be published online Jan. 23 in the Journal of Pain, suggests that stronger efforts should be made to recruit women subjects in population and clinical studies in order to find out why this gender difference exists.",0
22271235-uoc--lbh011912-0-title,Lifelong brain stimulating habits linked to lower Alzheimer s protein levels,1
22271235-uoc--lbh011912-1-sentence,"A new study led by researchers at the University of California, Berkeley, provides even more reason for people to read a book or do a puzzle, and to make such activities a lifetime habit.",0
22271235-uoc--lbh011912-2-sentence,"Brain scans revealed that people with no symptoms of Alzheimer's who engaged in cognitively stimulating activities throughout their lives had fewer deposits of beta-amyloid, a destructive protein that is the hallmark of the disease.",1
22271558-w-cas081811-0-title,Coronary artery stenting viable palliative option for infants and toddlers,0
22271558-w-cas081811-1-sentence,Percutaneous coronary intervention (PCI) is not a generally accepted option for infants or toddlers with acute coronary syndrome.,0
22271558-w-cas081811-2-sentence,"However, a new report published in the August issue of Catheterization and Cardiovascular Interventions, a journal of The Society for Cardiovascular Angiography and Interventions (SCAI), found coronary stent implantation to be a feasible and safe palliative option for children fifteen months and younger.",3
22275135-w-los041712-0-title,Lack of sleep is linked to obesity  new evidence shows,1
22275135-w-los041712-1-sentence,Can lack of sleep make you fat?,3
22275135-w-los041712-2-sentence,A new paper which reviews the evidence from sleep restriction studies reveals that inadequate sleep is linked to obesity.,1
22278746-w-lsp071012-0-title,Liver stiffness predicts liver failure  cancer and mortality in cirrhotic patients,1
22278746-w-lsp071012-1-sentence,"Researchers from Spain established that liver stiffness, measured by transient elastography (TE), is an independent predictor of liver failure, hepatocellular carcinoma (HCC), and mortality in cirrhotic patients coinfected with the human immunodeficiency virus (HIV) or acquired immune deficiency syndrome (AIDS), and hepatitis C virus (HCV).",1
22278746-w-lsp071012-2-sentence,"Findings available in the July issue of Hepatology, a journal published by Wiley on behalf of the American Association for the Study of Liver Diseases, also show that measurement of liver stiffness predicts potential recovery and survival in patients with cirrhosis, adding to the prognosis value provided by the Child-Turcotte-Pugh (CTP) or model for end-stage liver disease (MELD) scores.",1
22295070-plos-crt012312-0-title,CDC reports that unexplained skin condition is non infectious  not linked to environmental cause,1
22295070-plos-crt012312-1-sentence,The US Centers for Disease Control and Prevention has completed a comprehensive study of an unexplained skin condition commonly referred to as Morgellons and found no infectious agent and no evidence to suggest an environmental link.,1
22295070-plos-crt012312-2-sentence,The full results are reported in the Jan. 25 issue of the online journal PLoS ONE.,0
22305025-mc-yce012612-0-title,Young children exposed to anesthesia multiple times show elevated rates of ADHD,1
22305025-mc-yce012612-1-sentence,Mayo Clinic researchers have found that multiple exposures to anesthesia at a young age are associated with higher rates of attention-deficit/hyperactivity disorder (ADHD).,1
22305025-mc-yce012612-2-sentence,"Children exposed to two or more anesthetics before age 3 had more than double the incidence of ADHD than children who had no exposure, says David Warner, M.D., a Mayo Clinic pediatric anesthesiologist and investigator on the observational study.",1
22308251-aeco-htl020212-0-title,High triglyceride levels found to predict stroke in older women,1
22308251-aeco-htl020212-1-sentence,"In a surprising finding with significant implications for older women, researchers at Albert Einstein College of Medicine of Yeshiva University and NYU School of Medicine have found that high levels of triglycerides (blood fats) are the strongest risk factor for the most common type of stroke in older women - more of a risk factor than elevated levels of total cholesterol or of low-density lipoprotein (LDL) cholesterol (known as ""bad"" cholesterol).",1
22308251-aeco-htl020212-2-sentence,The study appears online today in Stroke.,0
22308251-nlmc-tlp020212-0-title,Triglyceride levels predict stroke risk in postmenopausal women,1
22308251-nlmc-tlp020212-1-sentence,Postmenopausal women may be at higher risk of having a stroke than they think.,1
22308251-nlmc-tlp020212-2-sentence,A new study by researchers at NYU Langone Medical Center and colleagues found that traditional risk factors for stroke - such as high cholesterol - are not as accurate at predicting risk in postmenopausal women as previously thought.,1
22323502-bmj-cud020812-0-title,Cannabis use doubles chances of vehicle crash,3
22323502-bmj-cud020812-1-sentence,Drivers who consume cannabis within three hours of driving are nearly twice as likely to cause a vehicle collision as those who are not under the influence of drugs or alcohol claims a paper published today on bmj.com.,1
22323502-bmj-cud020812-2-sentence,"The paper's authors, from Dalhousie University, reviewed nine studies with a total sample of 49,411 people to determine whether the consumption of cannabis increases the risk of a motor vehicle collision.",3
22327621-uorm-oaw030112-0-title,Older adults who sleep poorly react to stress with increased inflammation,1
22327621-uorm-oaw030112-1-sentence,"Older adults who sleep poorly have an altered immune system response to stress that may increase risk for mental and physical health problems, according to a study led by a University of Rochester Medical Center researcher.",2
22327621-uorm-oaw030112-2-sentence,"In the study, stress led to significantly larger increases in a marker of inflammation in poor sleepers compared to good sleepers--a marker associated with poor health outcomes and death.",3
22342290-uonc-usi031212-0-title,UNC study identifies pockets of high cervical cancer rates in North Carolina,0
22342290-uonc-usi031212-1-sentence,A study of cervical cancer incidence and mortality in North Carolina has revealed areas where rates are unusually high.,1
22342290-uonc-usi031212-2-sentence,"The findings indicate that education, screening, and vaccination programs in those places could be particularly useful, according to public health researchers at the University of North Carolina at Chapel Hill, who authored the report.",2
22344039-aha-pcp021612-0-title,Pregnancy related complications predict CVD in middle age,1
22344039-aha-pcp021612-2-sentence,"""We wanted to learn about possible explanations as to why women with pregnancy complications tend to have more heart disease later in life,"" said Abigail Fraser, M.P.H., Ph.D., School of Social and Community Medicine at the University of Bristol, United Kingdom.",0
22383309-uonc-amc022912-0-title,Aspirin may counteract potential trans fat related stroke risk in older women,2
22383309-uonc-amc022912-1-sentence,"Older women whose diets include a substantial amount of trans fats are more likely than their counterparts to suffer an ischemic stroke, a new study shows.",1
22383309-uonc-amc022912-2-sentence,"However, the risk of stroke associated with trans fat intake was lower among women taking aspirin, according to the findings from University of North Carolina at Chapel Hill researchers.",1
22405818-e-nrs041712-0-title,New research suggests PIP implant failures significantly higher than previously thought,0
22405818-e-nrs041712-1-sentence,"New research published in the Journal of Plastic, Reconstructive and Aesthetic Surgery suggests that the failure rate of silicone breast implants manufactured by Poly Implant Prosth&#232;se (PIP) could be as high as 33.8%.",0
22405818-e-nrs041712-2-sentence,"Patients who received PIP implants either for primary or secondary breast augmentation, between January 2000 and August 2005, were studied to determine implant failure rate and other complications.",0
22410507-uom-rha040412-0-title,Reducing hospital admissions for asthmatics,0
22410507-uom-rha040412-1-sentence,This release is available in French.,0
22410507-uom-rha040412-2-sentence,Children with moderate or severe asthma attacks who are treated with systemic corticosteroids during the first 75 minutes of triage in the Emergency Department (ED) were 16% less likely to be admitted to hospital.,1
22412031-nch-nse031212-0-title,New study examines stair related injuries among children in the US,0
22412031-nch-nse031212-1-sentence,"A new study by researchers at the Center for Injury Research and Policy of The Research Institute at Nationwide Children's Hospital found that from 1999 through 2008, more than 93,000 children younger than 5 years of age were treated in U.S. emergency departments for stair-related injuries.",0
22412031-nch-nse031212-2-sentence,"On average, this equates to a child younger than 5 years of age being rushed to an emergency department for a stair-related injury every six minutes in the U.S.",0
22412353-plos-sbi030212-0-title,Smoking ban in Scotland linked to dramatic fall in preterm deliveries,1
22412353-plos-sbi030212-2-sentence,"These findings add to the growing evidence of the wide-ranging health benefits of smoke-free legislation and support the adoption of such legislation in other countries, which have yet to implement smoking bans.",0
22422992-sumc-ssd031312-0-title,Stanford scientists discover drug side effects  interactions using new computer algorithm,0
22422992-sumc-ssd031312-1-sentence,"A week ago, you started a new prescription medication for acne.",0
22422992-sumc-ssd031312-2-sentence,"Today, you feel dizzy and short of breath and have difficulty concentrating.",0
22453569-uosc-app032212-0-title,Are parents price sensitive about their children s medication,0
22453569-uosc-app032212-1-sentence,"Health insurance policies that shift costs to patients through higher co-payments may have serious unintended consequences for children, including less use of effective treatments and an increased number of hospitalizations, according to a new study in JAMA by researchers from the Schaeffer Center for Health Policy and Economics at USC.",2
22453569-uosc-app032212-2-sentence,"In a sample of 8,834 patients from across the United States, the researchers looked at how out-of-pocket medication costs affect health outcomes for children.",3
22456027-mc-mcs041612-0-title,Mayo Clinic study suggests coronary stents not harmful to patients with history of metal allergy,3
22456027-mc-mcs041612-1-sentence,Cardiologists have long grappled with how to best manage patients with coronary artery disease who report skin hypersensitivity to nickel or other metal components found in stents -- small tubes placed in narrowed or weakened arteries to help improve blood flow to the heart.,0
22456027-mc-mcs041612-2-sentence,"But new Mayo Clinic research, published in the April 16, 2012, issue of Circulation: Cardiovascular Interventions, may help allay these concerns.",0
22467274-w-sst032612-0-title,Stopping statin therapy increases risk of death for rheumatoid arthritis patients,3
22467274-w-sst032612-1-sentence,Patients with rheumatoid arthritis (RA) who discontinue use of statin therapy are at increased risk of death from cardiovascular disease and other causes.,1
22467274-w-sst032612-2-sentence,"According to the findings of a population-based study now available in Arthritis Care & Research, a journal published by Wiley-Blackwell on behalf of the American College of Rheumatology (ACR), RA patients should be advised of the importance of compliance to their statin therapy to reduce cardiovascular disease (CVD) mortality risk.",3
22470414-lsoh-pol032012-0-title,Puzzling over links between monkey research and human health,1
22470414-lsoh-pol032012-1-sentence,"Studies in monkeys are unlikely to provide reliable evidence for links between social status and heart disease in humans, according to the first ever systematic review of the relevant research.",1
22470414-lsoh-pol032012-2-sentence,"The study, published in PLoS ONE, concludes that although such studies are cited frequently in human health research the evidence is often ""cherry picked"" and generalisation of the findings from monkeys to human societies does not appear to be warranted.",0
22473373-vumc-cam041912-0-title,Concerns about MRSA for expectant mothers may be unfounded,0
22473373-vumc-cam041912-1-sentence,"The need to swab the noses of pregnant women and newborns for the presence of MRSA (methicillin-resistant Staphylococcus aureus) may be unfounded, according to a Vanderbilt study now available online and published in the May issue of Pediatrics.",0
22473373-vumc-cam041912-2-sentence,"The study's senior author, Buddy Creech, M.D., MPH, assistant professor of Pediatrics, said it is often feared that mothers carrying MRSA may risk transmitting an infection to their newborn babies, but Vanderbilt Pediatric Infectious Diseases researchers found that babies rarely became ill from MRSA infections, despite frequently carrying the germ.",0
22491864-aaon-smd032712-0-title,Studies  Memory declines faster in years closest to death  mental activity best protection,1
22491864-aaon-smd032712-1-sentence,New research finds that a person's memory declines at a faster rate in the two- and-a-half years before death than at any other time after memory problems first begin.,1
22491864-aaon-smd032712-2-sentence,A second study shows that keeping mentally fit through board games or reading may be the best way to preserve memory during late life.,2
22492363-bawh-dxl040912-0-title,Dental X rays linked to common brain tumor,1
22492363-bawh-dxl040912-1-sentence,"Meningioma, the most common primary brain tumor in the United States, accounts for about 33 percent of all primary brain tumors.",0
22492363-bawh-dxl040912-2-sentence,The most consistently identified environmental risk factor for meningioma is exposure to ionizing radiation.,1
22492363-w-fdx040412-0-title,Frequent dental X rays linked to most common brain tumor,1
22492363-w-fdx040412-2-sentence,"That is the finding of a study published early online in Cancer, a peer-reviewed journal of the American Cancer Society.",0
22498320-e-mcs041612-0-title,Metformin can substantially reduce the risk of Parkinson s disease in diabetes,3
22498320-e-mcs041612-2-sentence,"This study also found that by including metformin in the therapy, no increased risk in developing Parkinson's disease was recorded.",1
22508771-afot-cam052312-0-title,Common acne medication doubles risk of eye infection,3
22508771-afot-cam052312-1-sentence,"Millions of teenagers suffer from acne, and they deal with the embarrassing skin blemishes by taking popular prescription medications such as Accutane or Roaccutane.",0
22508771-afot-cam052312-2-sentence,"Now, however, research from Tel Aviv University shows that these pills can also cause eye infections such as conjunctivitis (pink eye) or sties.",3
22516444-uoe-sd042412-0-title,Scientists develop new technique that could improve heart attack prediction,2
22516444-uoe-sd042412-2-sentence,"Scientists from the University of Edinburgh, a BHF Centre of Research Excellence, in collaboration with the University of Cambridge are the first to demonstrate the potential of combining PET and CT scanning to image the disease processes directly in the coronary arteries that cause heart attacks (2).",0
22517108-aaon-gmd041012-0-title,Get moving  Daily exercise may reduce Alzheimer s disease risk at any age,2
22517108-aaon-gmd041012-1-sentence,"Daily physical exercise may reduce the risk of Alzheimer's disease, even in people over the age of 80, according to a study published in the April 18, 2012, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",2
22517108-aaon-gmd041012-2-sentence,"""The study showed that not only exercise but also activities such as cooking, washing the dishes and cleaning are associated with a reduced risk of Alzheimer's disease,"" said study author Aron S. Buchman, MD, with Rush University Medical Center in Chicago and a member of the American Academy of Neurology.",1
22517108-rumc-apa041012-0-title,Daily physical activity may reduce Alzheimer s disease risk at any age,2
22517108-rumc-apa041012-1-sentence,"Daily physical activity may reduce the risk of Alzheimer's disease and cognitive decline, even in people over the age of 80, according to a new study by neurological researchers from Rush University Medical Center that will be published in the online issue of Neurology, the medical journal of the American Academy of Neurology on April 18.",2
22517108-rumc-apa041012-2-sentence,"""The results of our study indicate that all physical activities including exercise as well as other activities such as cooking, washing the dishes, and cleaning are associated with a reduced risk of Alzheimer's disease,"" said Dr. Aron S. Buchman, lead author of the study and associate professor of neurological sciences at Rush.",1
22520528-sumc-iht040612-0-title,Invasive heart test being dramatically overused  Stanford study shows,0
22520528-sumc-iht040612-1-sentence,"An invasive heart test used routinely to measure heart function is being dramatically overused, especially among patients who recently underwent similar, more effective tests, according to a new study from the Stanford University School of Medicine.",0
22520528-sumc-iht040612-2-sentence,"""This adds both risk to the patient and significant extra cost,"" said first author of the study Ronald Witteles, MD, assistant professor of cardiovascular medicine and program director of Stanford's internal medicine residency training program, who called the rates of unnecessary use ""shockingly high.""",3
22521086-wuso-gti051412-0-title,Genetic test identifies eye cancer tumors likely to spread,1
22521086-wuso-gti051412-1-sentence,"Researchers at Washington University School of Medicine in St. Louis have developed a genetic test that can accurately predict whether the most common form of eye cancer will spread to other parts of the body, particularly the liver.",1
22521086-wuso-gti051412-2-sentence,"In 459 patients with ocular melanoma at 12 centers in the United States and Canada, the researchers found the test could successfully classify tumors more than 97 percent of the time.",1
